angular_v_mag,Environment
0.0046777662889486045,Running
0.004660921737781594,Running
0.00494797737973053,Running
0.0009508042552492075,Running
0.0013666114969149055,Running
0.0037740464107142344,Running
0.0012622927509975642,Running
0.0018933026458640998,Running
0.002387393476597437,Running
0.0018872163754630783,Running
0.0029527062950242783,Running
0.0034714407312526592,Running
0.0032209596562049634,Running
0.003643111770972722,Running
0.004520295702993333,Running
0.005141462190673485,Running
0.005433511583830939,Running
0.0021920918175341105,Running
0.000325334697965034,Running
0.0013978865362396183,Running
0.0019944153099592877,Running
0.0047651588736263555,Running
0.003976816946657716,Running
0.002197346173697717,Running
0.0031721790666039014,Running
0.004107059014660004,Running
0.004857999801515126,Running
0.004105329405073483,Running
0.003999984514345024,Running
0.002697651893981134,Running
0.0010718687800752482,Running
0.004613307596486603,Running
0.002637143772523788,Running
0.002089517677886454,Running
0.0018817528711284062,Running
0.0032109122999111946,Running
0.0009661821581570425,Running
0.003451668380290899,Running
0.004267209697144024,Running
0.003094261080872136,Running
0.0005163503394982908,Running
0.0015079201606849077,Running
0.002258170656859219,Running
0.0007667322297256068,Running
0.002746605166382675,Running
0.0013462530245462775,Running
0.0016114767751351554,Running
0.002577515480304434,Running
0.003383359924807764,Running
0.08710430363389046,Running
0.17038863326440673,Running
0.1626615050906329,Running
0.15603092251819828,Running
0.12457865757544505,Running
0.17238397130130748,Running
0.1401702432160621,Running
0.1528252674952673,Running
0.10649236872494666,Running
0.32047149546151527,Running
0.17363720710968025,Running
0.5440824026257879,Running
0.4982838828622194,Running
0.13557419402659193,Running
0.3220615762412523,Running
0.2640168770923065,Running
0.3429903577894925,Running
0.1479396252124832,Running
0.3092302591160832,Running
0.14645513433161023,Running
0.14476521173020124,Running
0.2513283835616264,Running
0.2879244786556016,Running
0.29226842525084706,Running
0.110392380467766,Running
0.42391952389156357,Running
0.2866187866086241,Running
0.21723234566702998,Running
0.3841996729475443,Running
0.42766631819211576,Running
0.15989583239096633,Running
0.16581667286795979,Running
0.3800389269622784,Running
0.19491507533549066,Running
0.1742165546783657,Running
0.23222564019926822,Running
0.3054708936245154,Running
0.5201136810652937,Running
0.3529016081925527,Running
0.35322178676435007,Running
0.4749607336258546,Running
0.40666296448928074,Running
0.2736685908411851,Running
0.3584632707237939,Running
0.2460847939471271,Running
0.33012831453996794,Running
0.43019867666114453,Running
0.4973566904476102,Running
0.5262366151361951,Running
0.33465145696711085,Running
0.6201668615543804,Running
0.5191967678828519,Running
0.07680451195730623,Running
0.2743444021098298,Running
0.559252425816822,Running
0.09429917849058918,Running
0.2633726366908491,Running
0.2633206880343624,Running
0.24074112084353178,Running
0.1350585377715901,Running
0.1180556122384701,Running
0.4033497821903465,Running
0.4475697126415057,Running
0.13527136720463068,Running
0.32103149068122583,Running
0.456467180084555,Running
0.19800554785036606,Running
0.26592079188624945,Running
0.4658151565428072,Running
0.21350494922834926,Running
0.25894733433654027,Running
0.7404254271950012,Running
0.9272118250452265,Running
0.926128147640069,Running
0.2695170146804763,Running
0.7189656073372511,Running
0.384605497943022,Running
0.8281528286012494,Running
1.1423336160724893,Running
1.9535285822646666,Running
1.1318289887032407,Running
0.7373659171435851,Running
0.258865792002342,Running
0.6897538097843315,Running
0.4439251984602811,Running
1.1031170540468496,Running
1.035377786022207,Running
1.4062141293758408,Running
1.3251162669837677,Running
0.9334959978618027,Running
1.2770655647808375,Running
0.9250380742068731,Running
1.3028876952109723,Running
0.6292767403909029,Running
0.5418844212486644,Running
0.6910196621703321,Running
0.5076672402794964,Running
0.15890451641473177,Running
0.256226127670462,Running
0.3543309337681379,Running
1.0124831571310204,Running
1.9246438834532487,Running
2.902105480424859,Running
2.7188586383776925,Running
1.4607871347396906,Running
0.7742235158791345,Running
0.36716856482718113,Running
0.11454044100229475,Running
0.084976588893649,Running
0.05535735489526218,Running
0.3789438006956182,Running
0.15702501711259254,Running
0.1818227475592919,Running
0.4577074398794059,Running
0.217211818850287,Running
0.21736523652196546,Running
0.3818698098372797,Running
0.45586274494413337,Running
0.1869124467616055,Running
0.22813060236279073,Running
0.3684417314176015,Running
0.1832353548921157,Running
0.2603334012915745,Running
0.49182755520710963,Running
1.2718307655270011,Running
61.02663167954424,Running
1.4297012161546074,Running
0.5134574827095315,Running
0.33352537227173623,Running
0.31563576560649775,Running
0.44343036012430587,Running
0.37830106210519676,Running
0.09473139256176052,Running
0.503148344624195,Running
0.39191126324629794,Running
0.07878326382877149,Running
0.23138739819998758,Running
0.4265613433516921,Running
0.18896328770653037,Running
0.16872540927922058,Running
0.13292434506680778,Running
0.41346201838524405,Running
0.39865221807505347,Running
0.2298786568901958,Running
0.555375986314569,Running
0.4309702002023341,Running
0.19216310521858768,Running
0.1854967968085976,Running
0.39027702474140075,Running
0.07929730815759152,Running
0.2024797381138173,Running
0.4586051596264479,Running
0.4575252520461357,Running
0.24565863347214162,Running
0.10584885492077781,Running
0.3557234794111995,Running
0.32643497432690954,Running
0.1735638765846437,Running
0.4358420230329907,Running
0.4471352872519123,Running
0.1700292014043885,Running
0.1691862981375683,Running
0.3576341647353201,Running
0.30089236760223736,Running
0.09453675439367519,Running
0.3368704866539959,Running
0.37368330121937476,Running
0.3157363396575087,Running
0.13812447420280533,Running
0.44443890970975974,Running
0.36616972187227603,Running
0.23127723925075247,Running
0.27789364328571825,Running
0.5501986325672302,Running
0.23313325907883684,Running
0.23649893457741067,Running
0.4027125978892764,Running
0.2894223080000053,Running
0.12766285268957467,Running
0.11340522849498577,Running
0.4913122912547578,Running
0.35752082511441147,Running
0.2799105407988235,Running
0.5492035318622775,Running
0.8678421478679165,Running
1.6034670831526279,Running
2.341461864304435,Running
3.1831069850615785,Running
2.4407754559701336,Running
1.0471875679093996,Running
0.6097385014577957,Running
0.26787372690833244,Running
0.10025886670694009,Running
0.2395421362195803,Running
0.11910419112109402,Running
0.35980775602508913,Running
0.3570777914248379,Running
0.08931381181211576,Running
0.24237552702830784,Running
0.27982903450101126,Running
0.1878782570420487,Running
0.3528658209155572,Running
0.24524707268589357,Running
0.5785215160908024,Running
1.225427719112392,Running
2.06781665683475,Running
2.493679393226611,Running
2.7464416252751476,Running
2.18061094590484,Running
1.0587415829776223,Running
0.3616102577839292,Running
0.18013577948314477,Running
0.29557075285115747,Running
0.2524117666928383,Running
0.18009105487502702,Running
0.284671995364841,Running
0.16511993189194357,Running
0.16312629145848911,Running
0.21515175129661393,Running
0.19369959021381533,Running
0.3885849291634965,Running
1.3694658244133004,Running
2.2202233792474577,Running
2.438601885160839,Running
0.901556064108051,Running
0.43352591176998867,Running
0.19438823118954493,Running
0.026445024106625466,Running
0.18929189740979402,Running
0.1069607184203622,Running
0.0918341299953345,Running
0.17592665404935096,Running
0.0648658020685785,Running
0.06837861493917516,Running
0.152269419204908,Running
0.14138035763499834,Running
0.1476291808993059,Running
0.055656815496846375,Running
0.03659038312781108,Running
0.026981089423705657,Running
0.014825246911940489,Running
0.01816231327254323,Running
0.010695904508268565,Running
0.00637177511844224,Running
0.008589788239531866,Running
0.00524722679136319,Running
0.011038840761601682,Running
0.00479488050007495,Running
0.0065285451097468975,Running
0.0052498569323364205,Running
0.0038295488885768275,Running
0.005115282690135447,Running
0.002736561384292344,Running
0.006313885095565201,Running
0.0037073696120025466,Running
0.006587814053234853,Running
0.006604026787498671,Running
0.006001593954942331,Running
0.002290010698665126,Running
0.0034681433375799205,Running
0.006171597301347542,Running
0.0033929375178451877,Running
0.004636322913689255,Running
0.004921725231054669,Running
0.00681235064056454,Running
