time,footforce,d_footforce_dt,environment
5822.73,1050.4156320238194,-202.6719283417325,Running
5822.83,1050.9490948661596,9.07067833298129,Running
5822.93,1049.4851118524741,-15.317962597191272,Running
5823.03,1049.4508087566562,7.616379550550506,Running
5823.13,1049.5983476771562,-6.651770992897819,Running
5823.24,1048.9509044755146,0.6965363977567491,Running
5823.34,1049.9285689988628,13.070386136044387,Running
5823.44,1050.4752238363933,-7.086776952250567,Running
5823.54,1049.4288923028564,-0.4389462730108055,Running
5823.64,1049.9285689988628,-6.285514144193737,Running
5823.74,1048.417378718991,-3.9470486369033586,Running
5823.84,1049.9285689988628,21.03640725967777,Running
5823.94,1050.8615512996944,-7.330789272704633,Running
5824.04,1049.3955402992715,-8.32143348751893,Running
5824.14,1049.4508087566562,-0.5824297735525805,Running
5824.24,1048.9175372735456,-2.8543956495985285,Running
5824.35,1049.3955402992715,9.780976675640828,Running
5824.45,1049.9285689988628,-5.7416557606981025,Running
5824.55,1049.3955402992715,12.117918605760487,Running
5824.65,1051.393836770979,0.9698686752593454,Running
5824.75,1049.4508087566562,-14.357897575975402,Running
5824.85,1049.55690148413,1.8720546550260764,Running
5824.95,1048.8956096771499,-8.403376001295534,Running
5825.05,1048.8956096771499,10.808746891120139,Running
5825.15,1049.8742781876315,-5.611110766217671,Running
5825.25,1047.9303411963983,-16.21630985106181,Running
5825.35,1047.9303411963983,12.3947010383798,Running
5825.46,1049.732810489713,19.944916668239923,Running
5825.56,1050.4070639518757,-18.672989679535238,Running
5825.66,1047.9303411963983,0.44815678676221843,Running
5825.76,1049.8742781876315,2.325906843176438,Running
5825.86,1048.4087943164154,4.165748099461496,Running
5825.96,1050.4070639518757,-3.469166990755674,Running
5826.06,1047.9303411963983,-4.551602107693839,Running
5826.16,1049.9285689988628,7.692493671470965,Running
5826.26,1048.417378718991,-11.123788630206239,Running
5826.36,1049.3955402992715,19.686026281297195,Running
5826.46,1050.1842418026201,-14.011225903339808,Running
5826.56,1048.417378718991,6.078598812767075,Running
5826.67,1050.4070639518757,-3.0438898937679038,Running
5826.77,1047.9303411963983,-8.027445156867593,Running
5826.87,1049.387916835333,4.8558073070908065,Running
5826.97,1048.4087943164154,3.1811242108253355,Running
5827.07,1050.4289599968197,12.494900416252863,Running
5827.17,1049.9209494052398,-8.101752021014681,Running
5827.27,1049.8742781876315,2.9741818146385284,Running
5827.37,1049.8742781876315,-4.419882852916594,Running
5827.47,1049.3955402992715,0.5849704444280115,Running
5827.57,1049.8885655154074,2.3704897738561552,Running
5827.67,1049.8961853440558,4.6164909987232035,Running
5827.77,1050.4070639518757,-5.38851252829918,Running
5827.88,1049.4098341448873,1.8953953880080388,Running
5827.98,1050.4070639518757,1.1684027606322431,Running
5828.08,1048.9089569643306,-33.01113842165943,Running
5828.18,1049.4422328075043,109.81295517117236,Running
5828.28,1048.8879825796462,-312.23433230000796,Running
5828.38,1056.4236839450355,1300.6828599494063,Running
5828.48,1295.12007165359,2293.930195949249,Running
5828.58,1337.1634155928737,-2097.03676973754,Running
5828.68,1041.9856045070871,-1430.8281476049683,Running
5828.78,1112.5744918880712,1214.3070372696025,Running
5828.88,1148.7266863793145,-170.75625515958646,Running
5828.98,1110.5667570619937,-641.8271991215012,Running
5829.09,1114.5084118121317,1670.1587696889721,Running
5829.19,1342.4913407541965,902.1089190202251,Running
5829.29,1276.6354217238372,-529.5625646791634,Running
5829.39,1336.1429564234509,920.0653906405556,Running
5829.49,1322.253757793866,-1627.7796820219903,Running
5829.59,1114.919279589334,-974.2873344068405,Running
5829.69,1215.02119998995,2312.370226231958,Running
5829.79,1350.1211056790423,-1208.854257103877,Running
5829.89,1165.1429096896227,791.3743472761324,Running
5829.99,1371.2206241156089,-1206.2173245844103,Running
5830.09,942.3300907856016,-2508.2924127474334,Running
5830.19,1069.1239404297332,2153.5024830382686,Running
5830.3,1072.7963460042172,-2037.9733752892196,Running
5830.4,876.9754842639559,204.37725426258396,Running
5830.5,1082.2504331253465,1510.3639959266811,Running
5830.6,1159.978879118064,2065.995904624655,Running
5830.7,1347.4253226060434,-1855.753742079946,Running
5830.8,976.216164586512,-116.85786380564369,Running
5830.9,1366.5847942956193,2937.3516154268646,Running
5831.0,1325.8642464445597,-1185.7791926801046,Running
5831.1,1357.3673047484237,1300.8107548531402,Running
5831.2,1404.5703969541719,-1580.2605918397837,Running
5831.3,1172.316083656622,-487.4270923605504,Running
5831.41,1207.0915458240936,-2168.8285635373736,Running
5831.51,913.9294283477253,1412.6756833368643,Running
5831.61,1364.3236419559694,1170.4055392694052,Running
5831.71,1043.8298446317235,-2221.9868945005505,Running
5831.81,1147.5151415123028,1149.949528916831,Running
5831.91,1114.9417025118398,-141.05469042367238,Running
5832.01,1140.3744998902773,-826.6238108046518,Running
5832.11,989.1582279898398,-315.7179441727628,Running
5832.21,1085.636218997874,549.0317519905933,Running
5832.31,1043.810327597883,-230.01891469176363,Running
5832.41,1154.0840523982645,2240.494402653925,Running
5832.51,1304.588440850217,-916.4979092534498,Running
5832.62,1067.2865214366411,-1213.7553144751707,Running
5832.72,1142.5694727236503,945.1818247294242,Running
5832.82,1073.4770607702803,-2234.2908459908026,Running
5832.92,883.2977980273697,228.94392608198606,Running
5833.02,1028.5727976181365,99.03309723146118,Running
5833.12,979.0776271573159,2131.558944830916,Running
5833.22,1332.1325009172324,347.7550425708145,Running
5833.32,1101.1425884053344,107.80075088793416,Running
5833.42,1370.6885131203223,374.81600957890004,Running
5833.52,1223.3752490548434,1867.7333676991545,Running
5833.62,1539.311859241005,-2695.2547203549652,Running
5833.73,802.781414832207,-3531.919625140056,Running
5833.83,1139.7201410872758,4867.647385254738,Running
5833.93,1209.2241314165046,-3511.966623737013,Running
5834.03,909.489417200662,1883.0372274286237,Running
5834.13,1406.316109557165,1859.973910248833,Running
5834.23,1045.0440182116731,-5065.186435752779,Running
5834.33,838.6071786003265,1329.5234099345635,Running
5834.43,1092.0009157505317,1381.356879562459,Running
5834.53,1031.4436484849766,-1171.0683142601936,Running
5834.63,1049.2382951455784,1776.9994720278064,Running
5834.73,1186.3072957712095,-1110.9887309026522,Running
5834.83,933.7478246293268,-771.666934826717,Running
5834.94,1159.4352564492347,3275.714098683641,Running
5835.04,1289.4164821953373,-1638.9473963016947,Running
5835.14,1034.0164408750957,-574.1057732820626,Running
5835.24,1175.4445967377621,613.5682703575342,Running
5835.34,1096.7950347411015,-11.79076769508623,Running
5835.44,1165.2466162287262,-863.229471109643,Running
5835.54,929.2432404919607,-1391.3300176855507,Running
5835.64,1086.300602964023,3981.555951954278,Running
5835.74,1414.8773798460415,-119.62099677286794,Running
5835.84,1187.7129282785465,-681.5584498358006,Running
5835.95,1227.7690055808068,-2529.3282482841746,Running
5836.05,847.1640927234818,715.6133846369055,Running
5836.15,1284.5115803292706,1380.9610146334685,Running
5836.25,978.6960713112115,-2259.818016237372,Running
5836.35,1132.474282268697,2920.2775946678053,Running
5836.45,1312.4290457011382,586.2502119565452,Running
5836.55,1249.68596055169,-1832.0720953055002,Running
5836.65,1088.3152116919068,99.91890012161356,Running
5836.75,1204.8630627585858,251.51078076993898,Running
5836.85,1192.7363497437311,1783.1126881954053,Running
5836.95,1405.8545443963967,-1349.1383943214894,Running
5837.05,954.1897086009678,-3313.763425777447,Running
5837.15,1102.2658481509802,5360.214181869374,Running
5837.26,1537.739249677916,-616.9943870783155,Running
5837.36,1069.0626735603485,-3992.7338656265756,Running
5837.46,1085.1626606182135,3014.964192088644,Running
5837.56,1284.644697961269,-1360.2606837434816,Running
5837.66,965.5595582199027,-1250.9647277096446,Running
5837.76,1098.9640576470188,872.4033341297851,Running
5837.86,1099.7772501738705,1750.077424750146,Running
5837.96,1374.0281483905949,188.21116080781277,Running
5838.06,1109.524673001912,-2193.1075249883265,Running
5838.16,1110.3017607839772,765.1930641625797,Running
5838.26,1129.3905436119076,-197.50989888304892,Running
5838.36,1115.8655833029352,141.502730268836,Running
5838.47,1089.1078918087042,-1459.7391044849564,Running
5838.57,1022.0812100806863,2782.923499886338,Running
5838.67,1449.5233699392363,1094.7507779100872,Running
5838.77,1183.1103076213985,-2381.3848420624636,Running
5838.87,1281.4050542903376,3226.4198653160965,Running
5838.97,1471.5427278879808,-1654.1294014401803,Running
5839.07,1129.4897077884332,-1225.441222547961,Running
5839.17,1367.869876852327,3330.7941015468596,Running
5839.27,1437.611213089269,-2711.5637601372878,Running
5839.37,1080.6766398881766,-1155.6029698052541,Running
5839.47,1266.85200398468,2290.963343118219,Running
5839.58,1313.1424142110407,-982.2813805832698,Running
5839.68,1221.3946005261585,118.13292861764005,Running
5839.78,1304.8536316384302,362.2456290084296,Running
5839.88,1286.8916038268335,356.649305934784,Running
5839.98,1417.3648083679798,1447.0727319823084,Running
5840.08,1383.435939969755,-3138.3604720105914,Running
5840.18,1102.0889256316843,1550.2500102608597,Running
5840.28,1453.3660929029547,-835.9492303226035,Running
5840.38,940.9798084975043,-2934.5070734359806,Running
5840.48,1083.3148203546373,1512.7673055954149,Running
5840.58,1072.5233816464354,894.4694068152829,Running
5840.68,1258.5384380304004,-9.083890310946536,Running
5840.79,1094.9219150240806,-243.48976822560041,Running
5840.89,1227.2909190570913,141.91943538451414,Running
5840.99,1112.0481104700461,196.90316132206337,Running
5841.09,1297.0084810825256,1060.9283846209976,Running
5841.19,1221.8060379449998,-1128.9276148362303,Running
5841.29,1172.079348849727,-260.22005479073385,Running
5841.39,1179.6529150559497,916.8650858499287,Running
5841.49,1286.7563872000014,-2.122397975418744,Running
5841.59,1164.681501527349,-1387.8556504150863,Running
5841.69,1110.3341839284244,338.3521636186219,Running
5841.79,1135.5173216554804,-703.9939784811783,Running
5841.89,1097.856548006159,1959.4466077205454,Running
5842.0,1360.8078483018828,-462.9922667796242,Running
5842.1,1051.4375873060656,-1513.7643472222715,Running
5842.2,1108.7041986030358,-838.1338901037087,Running
5842.3,909.9796701025798,696.0365090137942,Running
5842.4,1264.8027514201572,2572.5978357568138,Running
5842.5,1176.461644083648,-2944.2135108022544,Running
5842.6,1025.8284456964527,1901.1692948612322,Running
5842.7,1378.831389256859,1400.6066706124896,Running
5842.8,1171.7132755072805,-3079.212872029585,Running
5842.91,991.60526420547,-628.6072583405834,Running
5843.0,1069.7294050366195,2621.9243812698637,Running
5843.11,1304.886968284993,-594.5654333738665,Running
5843.21,1037.2897377300135,-1374.9708276114063,Running
5843.31,1031.5939123511732,-1821.504017733246,Running
5843.41,755.5170415020432,357.03531132652193,Running
5843.51,1126.8771006635993,3115.4970893339555,Running
5843.61,1098.8038951514507,-2517.1887504118267,Running
5843.71,957.1279956202305,1703.9801991734441,Running
5843.81,1296.127308561933,1674.512354572078,Running
5843.91,1190.465988193273,-1430.8238832940904,Running
5844.01,1201.6929724351392,1073.6801197716952,Running
5844.11,1271.2049402043715,-394.8357361521547,Running
5844.21,1134.3288764727802,-1448.5132586249065,Running
5844.32,1005.7842711038983,-1598.2859863859194,Running
5844.42,972.9964028710486,2972.9435021733966,Running
5844.52,1352.6363147572226,78.59340355197277,Running
5844.62,1045.9775332195238,-1203.07213974635,Running
5844.72,1285.142793622561,2661.421466473183,Running
5844.82,1335.0674140282206,-755.0347305973602,Running
5844.92,1288.419574517556,273.6227870758961,Running
5845.02,1248.9815851324631,-2707.726038956733,Running
5845.12,952.4688971299797,608.7056840513325,Running
5845.22,1299.6195597173812,1760.8081887173055,Running
5845.32,1203.663574259851,-229.6830548896259,Running
5845.42,1295.0864835986822,-1022.831904970359,Running
5845.53,1093.0462021342007,1015.9891425578102,Running
5845.63,1397.1785855788085,107.80413332471423,Running
5845.73,1089.8348498740531,-1555.588728164565,Running
5845.83,1299.648413995108,3035.2951210056553,Running
5845.93,1345.3616614130194,-2828.654278728385,Running
5846.03,1001.842302959902,-699.9691829263168,Running
5846.13,1129.0854706354164,-605.4764995091368,Running
5846.23,919.0756225686763,684.2638861016301,Running
5846.33,1270.9642009120478,1951.0614026426995,Running
5846.43,1162.9333617180018,-1195.6415932999284,Running
5846.53,1209.5606640429407,947.5202225732451,Running
5846.64,1276.2926780327466,780.4379686854002,Running
5846.74,1366.6418696937394,535.3602940352808,Running
5846.84,1259.0103256129396,-3341.1282118207578,Running
5846.94,978.4574594738393,1190.2490405514081,Running
5847.04,1288.5088280644413,-345.19379184842893,Running
5847.14,901.9700660221491,-2056.8692879249525,Running
5847.24,1128.7898186928323,3581.299251743456,Running
5847.34,1274.9694113977794,-1015.1932819895774,Running
5847.44,1044.3471645003879,-2057.757061366758,Running
5847.54,1052.023223858073,2554.2209084203,Running
5847.64,1354.9166025995844,1212.6823592764915,Running
5847.74,1249.6151407533441,-1532.9906307482872,Running
5847.85,1304.747101932018,3228.0671720763,Running
5847.95,1674.754907441683,1296.3535533738545,Running
5848.05,1468.5731170084791,-3578.708274130014,Running
5848.15,1222.0216855686317,-479.1850171663325,Running
5848.25,1231.281446298936,-1245.685562949347,Running
5848.35,1060.8364624201038,606.9165913530213,Running
5848.45,1329.8090088429992,1620.1811872489068,Running
5848.55,1250.2423765014526,-1395.5286377703733,Running
5848.65,1210.3970422964524,328.4865656550697,Running
5848.75,1297.939135707064,1503.2630835597265,Running
5848.85,1370.5148667562858,-1533.5396344487956,Running
5848.96,1119.782121664746,-817.407267130287,Running
5849.06,1197.9708634899164,-249.21464983805512,Running
5849.16,929.5455416649502,-3610.4664376047217,Running
5849.26,791.3096738951193,2472.273074715591,Running
5849.36,1186.0231869571521,1418.0801381680367,Running
5849.46,1054.575744079106,-448.5979936245359,Running
5849.56,1192.854978612237,494.71476444058754,Running
5849.66,1091.2126282260483,-323.1459330936988,Running
5849.76,1189.0016820845965,635.6771574783937,Running
5849.86,1137.8690610083395,-807.4957799224615,Running
5849.96,1094.872138653642,-196.3344468486521,Running
5850.06,1084.8751080193517,71.9558621343422,Running
5850.17,1129.9933628123663,916.45574771853,Running
5850.27,1221.5518818290118,270.9415967202577,Running
5850.37,1172.287507397396,-698.0616614994518,Running
5850.47,1131.3633368639803,-174.8650287423312,Running
5850.57,1195.5935046806705,2050.472498137588,Running
5850.67,1304.312079220307,-2709.005084265922,Running
5850.77,970.0469060823812,1881.118438736573,Running
5850.87,1523.8613015356837,1817.5270104611566,Running
5850.97,1186.8322155610417,-2684.2698419379303,Running
5851.07,1336.83656443112,3030.6417949881243,Running
5851.17,1385.7856977180852,-3111.3841512886324,Running
5851.28,963.4536833704046,-1678.9547851923817,Running
5851.38,1285.7161428558015,6625.681724615772,Running
5851.48,1718.4664675227154,-2159.0992462683707,Running
5851.58,1165.5749654140654,-1873.1760000129943,Running
5851.68,1496.6305489331694,3105.2181062882546,Running
5851.78,1381.1111468668987,-3767.1362888431436,Running
5851.88,1195.637905053198,2585.9950671286065,Running
5851.98,1583.6325331338708,-448.3472941582257,Running
5852.08,1060.1565922070192,-4714.988364609475,Running
5852.18,967.1737175916227,916.22284701681,Running
5852.28,1034.1706822377048,487.4513302473899,Running
5852.38,1073.1155576171655,143.05802725021667,Running
5852.49,1070.9799251153124,-61.38612117947681,Running
5852.59,1067.1864879204572,-27.203393735331897,Running
5852.69,1065.3412598787302,14.694482730461175,Running
5852.79,1068.2474182748203,-2.3168484720781963,Running
5852.89,1064.246681930463,-38.858378621226315,Running
5852.99,1063.2586703149898,9.994623686813888,Running
5853.09,1065.2426953516274,29.12366976805216,Running
5853.19,1067.8216143157995,7.325533837912788,Running
5853.29,1066.6606770665169,-17.110544570843686,Running
5853.39,1065.5256918535563,-6.066951017199903,Running
5853.49,1065.694609163432,13.210192686792231,Running
5853.59,1067.0398305592907,-1.9277423498708481,Running
5853.7,1065.5383615806613,-10.402345799256908,Running
5853.8,1065.6824104769676,3.4497957645115074,Running
5853.9,1066.0811413771469,12.556258036351839,Running
5854.0,1067.3139182077596,-5.191940645940794,Running
5854.1,1065.453893887483,-14.797807736638706,Running
5854.2,1066.3301552521152,25.644819477303866,Running
5854.3,1067.1208928701565,-24.586799846906004,Running
5854.4,1064.7196814185413,16.417389219976485,Running
5854.5,1065.9723260948194,-98.53092458583998,Running
5854.6,1065.1913739598344,1859.2839750731705,Running
